"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"LONGULF TRADING (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"A. L. SOFTWEB PRIVATE LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.150099751
"BURNS & MCDONNELL ENGINEERING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0015
"BURNS & MCDONNELL ENGINEERING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.015
"BURNS & MCDONNELL ENGINEERING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00549
"BURNS & MCDONNELL ENGINEERING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0037866
"BURNS & MCDONNELL ENGINEERING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.008
"FTA HSRP SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"BANNARI AMMAN SUGARS LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.005
"BANNARI AMMAN SUGARS LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0040426
"KOENIG SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Uttarakhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.10125
"FACTSET SYSTEMS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3342376
"JAGUAR LAND ROVER INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.99
"UNITOP CHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02002
"GOVIND MILK AND MILK PRODUCTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0087535
"S G S INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2000041
"S G S INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2004999
"GUJARAT PIPAVAV PORT LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4108747
"POLYCAB INDIA LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0307171
"POLYCAB INDIA LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01797
"POLYCAB INDIA LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2085102
"PRASAD GWK COOLTECH PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"PRASAD GWK COOLTECH PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"PRASAD GWK COOLTECH PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"SHREENATH MHASKOBA SAKHAR KARKHANA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.000025
"STERLING AGRO INDUSTRIES LIMITED","FY 2023-24",Non-PSU,"Madhya Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"HENKEL ADHESIVES TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"HENKEL ADHESIVES TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"HENKEL ADHESIVES TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.025
"HENKEL ADHESIVES TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"NIVESHAN TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.22
"JUPITER AQUA LINES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0075
"JUPITER AQUA LINES LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0026694
"BAJAJ MOTORS LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"SANGITA SALES PVT LTD","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.32189387799999997
"SJW SHIVAM JEWELS PRIVATE LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.025
"SJW SHIVAM JEWELS PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.25
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.046
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.007665
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00176
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00095
"JOS ALUKKAS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.007965
"SUTTATTI ENTERPRISES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02665
"HIGHWAY ROOP PRECISION TECHNOLOGIES LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0616018
"MUSARUBRA SOFTWARE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00348
"RANE HOLDINGS LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"SICAME INDIA CONNECTORS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.047961
"SICAME INDIA CONNECTORS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0538
"SHARP FERRO ALLOYS LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.16
"NANDAN TERRY LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1475
"BIHAR DISTILLERS & BOTTLERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.51
"KHS MACHINERY PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.34074055
"KHS MACHINERY PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0135472
"KHS MACHINERY PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01546585
"KHS MACHINERY PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02608695
"RANA SUGARS LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.4614912800000002
"RANA SUGARS LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3825
"V-MART RETAIL LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"V-MART RETAIL LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0276
"VENKATESHWARA HATCHERIES PVT LTD","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0012
"ENCUBE ETHICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.001
"CONCORD BIOTECH LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1395
"BIRLANU LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0399429
"EASTERN BEARINGS PRIVATE LIMITED.","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"DEUTSCHE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.8758
"BRIDGESTONE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5226771
"BRIDGESTONE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.21026
"BRIDGESTONE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00002
"BRIDGESTONE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2329
"SRG HOUSING FINANCE LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.004466
"SRG HOUSING FINANCE LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.007
"S2 ENGINEERING INDUSTRY PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2
"E-INFOCHIPS PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0535
"E-INFOCHIPS PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.07242
"FORBES MARSHALL ARCA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0025
"JK TYRE & INDUSTRIES LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.9037
"JK TYRE & INDUSTRIES LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3638684
"GIMATEX INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.002865
"F.ROBIN POWER SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3363
"POWER MECH PROJECTS LIMITED","FY 2023-24",Non-PSU,"Madhya Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.058
"FINE JEWELLERY MANUFACTURING LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.001364
"FINE JEWELLERY MANUFACTURING LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0018
"HOME FIRST FINANCE COMPANY INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"MESSER CUTTING SYSTEMS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00354
"DCB BANK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1403786
"DCB BANK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.109622
"DCB BANK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0510036
"DCB BANK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.255
"DCB BANK LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.0776238
"DCB BANK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2321283
"DCB BANK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2686976
"DCB BANK LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.04004
"DCB BANK LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.053878
"VIDYA WIRES LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"WESTERNACHER CONSULTING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0860172
"TAMILNADU NEWSPRINT & PAPERS LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1396
"SOLAR ENERGY CORPORATION OF INDIA LIMITED","FY 2023-24",PSU,Jharkhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.60972
"SOLAR ENERGY CORPORATION OF INDIA LIMITED","FY 2023-24",PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.39662
"SOLAR ENERGY CORPORATION OF INDIA LIMITED","FY 2023-24",PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.48
"SOLAR ENERGY CORPORATION OF INDIA LIMITED","FY 2023-24",PSU,Chhattisgarh,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.247625
"SOLAR ENERGY CORPORATION OF INDIA LIMITED","FY 2023-24",PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.297
"SOLAR ENERGY CORPORATION OF INDIA LIMITED","FY 2023-24",PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1975
"BIKANERVALA FOODS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0428925
"VALVOLINE CUMMINS PRIVATE LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.312792
"VALVOLINE CUMMINS PRIVATE LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.62
"VESUVIUS INDIA LTD","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.24
"EAGLE INFRA INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4
"REAL ISPAT AND POWER LIMITED","FY 2023-24",Non-PSU,Chhattisgarh,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1292767
"JAY CHEMICAL INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"STAHL INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0129725
"ASHAPURA INTERNATIONAL LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1379
"ASHAPURA INTERNATIONAL LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00425
"DELOITTE & TOUCHE ASSURANCE & ENTERPRISE RISK SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.044
"DELOITTE & TOUCHE ASSURANCE & ENTERPRISE RISK SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0528
"DELOITTE & TOUCHE ASSURANCE & ENTERPRISE RISK SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1043438
"DELOITTE & TOUCHE ASSURANCE & ENTERPRISE RISK SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0565292
"DELOITTE & TOUCHE ASSURANCE & ENTERPRISE RISK SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0057662
"DELOITTE & TOUCHE ASSURANCE & ENTERPRISE RISK SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0505874
"MAHARASHTRA EASTERN GRID POWER TRANSMISSION COMPANY LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.93
"SHREE RAMDOOT ROLLERS PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.36934215
"KALIKA STEEL ALLOYS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.36
"BUTTAR BIOFUELS PRIVATE LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2979652
"NIRLON LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1714329
"C. S. INFRACONSTRUCTION LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1549
"C. S. INFRACONSTRUCTION LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3621245
"ELECTROLAB (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0216
"TYNOR ORTHOTICS PRIVATE LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0352
"AARTI SPONGE AND POWER LIMITED","FY 2023-24",Non-PSU,Chhattisgarh,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.009531401
"VEEKAY CONNECTORS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2497
"VEEKAY CONNECTORS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.395
"AVON STEEL INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0243
"GLOBUS SPIRITS LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",2.0
"ENERTECH ENERGY RESOURCES PRIVATE LIMITED","FY 2023-24",Non-PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0812934
"FLUENTGRID LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0498
"GANGA MEDICAL CENTRE AND HOSPITALS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"SOLARIS CHEMTECH INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0218222
"SOLARIS CHEMTECH INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1635668
"SOLARIS CHEMTECH INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1645
"SOLARIS CHEMTECH INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0322994
"TATA MOTORS PASSENGER VEHICLES LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.116
"GANGA ACROWOOLS LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"GANGA ACROWOOLS LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0515985
"DHL EXPRESS (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.63
"DHL EXPRESS (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.34
"KGI REALTY PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3415429
"BANSAL WIRE INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"FORD MOTOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"FORD MOTOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1119997
"FORD MOTOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4911408
"FORD MOTOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4370037
"FORD MOTOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.26066
"FORD MOTOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.275
"FORD MOTOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0225
"FORD MOTOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.003
"MATRIMONY.COM LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.2087765
"TATA SIA AIRLINES LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0012
"TATA SIA AIRLINES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.005472
"TATA SIA AIRLINES LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0197203
"HONASA CONSUMER LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.45
